x y T T_exact
0.75 0.24435 227.508 227.434
0.573529 0.651892 148.376 148.35
0.544118 0.634911 147.539 147.511
0.147059 0.558497 88.6056 88.5908
0.632353 0.346236 204.035 203.965
0.867647 0.838682 157.489 157.491
0.602941 0.43114 185.569 185.513
0.382353 0.269822 196.053 195.953
0.617647 0.42265 188.316 188.259
0.529412 0.711325 135.869 135.849
0.896993 0.227395 218.34 218.296
0.558824 0.269822 216.929 216.833
0.647059 0.81321 132.511 132.5
0.455882 0.702834 129.05 129.028
0.838235 0.499064 191.362 191.338
0.617647 0.371707 197.965 197.899
0.323529 0.728306 110.429 110.413
0.691176 0.906605 119.395 119.391
0.632353 0.550006 168.975 168.938
0.808824 0.397178 201.179 201.14
0.823528 0.881133 138.76 138.757
0.911423 0.524733 194.052 194.039
0.764706 0.524535 183.733 183.703
0.992675 0.249796 201.189 201.365
0.808824 0.651892 173.694 173.677
0.882353 0.116994 245.019 244.907
0.764706 0.473592 190.002 189.967
0.103965 0.0904904 185.587 185.494
0.411765 0.711325 123.038 123.019
0.5 0.42265 176.544 176.482
0.191177 0.193408 172.178 172.061
0.661765 0.855662 126.742 126.734
0.529412 0.269822 214.613 214.516
0.661765 0.499064 179.235 179.194
0.5 0.456612 170.122 170.067
0.558824 0.252841 221.339 221.238
0.558826 0.150956 250.556 250.408
0.764706 0.252841 225.225 225.157
0.455882 0.855662 113.275 113.266
0.00936284 0.691752 52.1536 52.1682
0.338235 0.736796 111.758 111.742
0.367647 0.24435 201.263 201.155
0.602941 0.380198 195.213 195.148
0.632353 0.787739 135.119 135.106
0.911581 0.2189 217.226 217.177
0.382353 0.303783 186.465 186.376
0.529412 0.728306 133.716 133.696
0.514706 0.736796 131.214 131.196
0.588235 0.42265 185.84 185.781
0.544118 0.702834 138.467 138.445
0.514706 0.787739 125.052 125.038
0.485294 0.482083 163.718 163.667
0.235294 0.42265 126.536 126.49
0.455945 0.176334 235.529 235.404
0.441176 0.269822 205.021 204.922
0.882345 0.52454 192.088 192.07
0.514706 0.482083 167.396 167.346
0.705882 0.830191 135.048 135.039
0.132353 0.278312 118.884 118.836
0.147088 0.0999986 204.332 204.151
0.617647 0.405669 191.429 191.371
0.5 0.881134 113.22 113.212
0.470588 0.864153 113.362 113.354
0.485294 0.43114 173.039 172.98
0.617647 0.354726 201.394 201.325
0.470588 0.303783 199.642 199.552
0.852941 0.524535 190.065 190.044
0.588235 0.405669 189.045 188.984
0.161765 0.193408 159.284 159.181
0.485835 0.142576 249.252 249.111
0.25 0.24435 173.584 173.481
0.25 0.074663 252.943 252.685
0.470588 0.371707 183.412 183.339
0.308824 0.855662 102.408 102.401
0.25 0.685854 101.929 101.914
0.529412 0.371707 190.356 190.284
0.352941 0.320764 176.398 176.314
0.441177 0.252841 209.904 209.8
0.514706 0.397178 183.397 183.33
0.426471 0.685854 127.492 127.469
0.838235 0.142465 245.277 245.186
0.794118 0.473592 191.594 191.562
0.264706 0.320764 155.531 155.455
0.75 0.193408 239.452 239.369
0.25025 0.00760639 295.037 295.295
0.691176 0.99151 101.807 101.855
0.235294 0.218879 178.022 177.908
0.529432 0.150959 249.165 249.013
0.705882 0.62642 165.529 165.504
0.0887685 0.219154 110.312 110.259
0.705882 0.167936 247.553 247.46
0.426471 0.448121 161.459 161.402
0.102941 0.889624 78.2485 78.2461
0.294332 0.0176278 290.116 290.153
0.632353 0.329255 207.579 207.506
0.705882 0.252841 226.281 226.203
0.942421 0.627206 192.489 192.492
0.573533 0.142466 253.722 253.575
0.455882 0.329255 191.343 191.259
0.991391 0.0733755 207.389 207.421
0.25 0.176427 199.794 199.655
0.911422 0.6775 185.506 185.497
0.117904 0.116845 175.119 174.964
0.25 0.634911 105.38 105.361
0.808824 0.533026 186.083 186.059
0.25 0.600949 108.163 108.14
0.397059 0.448121 156.699 156.643
0.367647 0.346236 172.897 172.819
0.191178 0.0916256 228.077 227.864
0.88232 0.218886 221.775 221.717
0.441176 0.677363 130.234 130.21
0.485294 0.651892 138.595 138.567
0.764706 0.660382 167.488 167.471
0.147059 0.252841 132.015 131.955
0.500155 0.150974 247.427 247.282
0.982776 0.292727 201.885 201.888
0.794118 0.354726 206.809 206.764
0.529426 0.116996 260.166 259.975
0.5 0.473592 167.079 167.026
0.0884662 0.252974 102.467 102.432
0.602941 0.838682 125.117 125.107
0.544134 0.142468 252.573 252.414
0.5 0.354726 190.861 190.785
0.382353 0.371707 169.689 169.617
0.514706 0.753777 129.144 129.126
0.25 0.753777 98.6595 98.6494
0.5 0.405669 179.93 179.866
0.485294 0.499064 160.828 160.779
0.514706 0.855662 116.994 116.985
0.279412 0.295293 166.29 166.203
0.308824 0.329255 164.621 164.544
0.603156 0.124837 259.907 259.779
0.852941 0.62642 181.498 181.483
0.264706 0.507554 121.292 121.257
0.514706 0.380198 186.946 186.876
0.514706 0.80472 123.026 123.013
0.264706 0.269822 169.712 169.618
0.544118 0.838682 121.009 120.998
0.794118 0.371707 204.395 204.351
0.882167 0.762375 172.657 172.653
0.367647 0.329255 177.092 177.011
0.764706 0.711325 160.843 160.83
0.4854 0.176416 238.103 237.973
0.470588 0.42265 172.755 172.693
0.529412 0.830191 121.051 121.04
0.529412 0.677363 140.25 140.225
0.426471 0.43114 164.681 164.622
0.647059 0.983019 103.127 103.129
0.661765 0.838682 129.619 129.61
0.676471 0.81321 135.149 135.139
0.808824 0.176427 239.698 239.621
0.514804 0.142484 251.085 250.931
0.720588 0.99151 102.001 101.942
0.882397 0.609456 186.24 186.228
0.294118 0.320764 163.23 163.149
0.235294 0.677363 99.8543 99.8397
0.720588 0.448121 191.01 190.966
0.676471 0.830191 132.307 132.297
0.00932897 0.543896 52.5921 52.585
0.117647 0.320764 104.227 104.187
0.544118 0.99151 101.116 101.104
0.338235 0.346236 166.997 166.92
0.602942 0.142465 254.545 254.418
0.794118 0.81321 148.909 148.904
0.191176 0.80472 88.9465 88.9428
0.264706 0.524535 119.163 119.13
0.279412 0.346236 153.261 153.19
0.991203 0.162687 202.943 202.782
0.779412 0.634911 172.231 172.213
0.823529 0.62642 178.102 178.085
0.0885085 0.354568 87.5689 87.5458
0.470588 0.660382 135.789 135.763
0.5 0.864153 115.122 115.114
0.779412 0.787739 151.276 151.268
0.455882 0.448121 165.824 165.767
0.529412 0.881134 114.764 114.756
0.735294 0.473592 188.262 188.223
0.25 0.193408 192.585 192.454
0.397059 0.397178 166.735 166.669
0.205882 0.915096 94.0998 94.1003
0.779412 0.583968 178.076 178.054
0.235294 0.62642 103.218 103.199
0.235294 0.201898 184.598 184.479
0.411765 0.42265 164.001 163.94
0.0180111 0.67682 54.1797 54.1787
0.867639 0.53303 190.433 190.416
0.897059 0.0915224 250.272 250.122
0.132353 0.482083 90.3732 90.3552
0.588235 0.354726 199.312 199.241
0.691176 0.125484 259.976 259.874
0.809233 0.0917585 264.749 264.65
0.705882 0.116994 262.242 262.144
0.808824 0.482083 191.422 191.394
0.338235 0.295293 180.243 180.152
0.455882 0.43114 169.054 168.994
0.779412 0.651892 170.224 170.205
0.455882 0.651892 135.059 135.032
0.25 0.651892 104.135 104.117
0.470588 0.473592 163.247 163.194
0.397059 0.43114 159.895 159.837
0.984281 0.263981 202.258 202.244
0.676471 0.881134 123.295 123.289
0.823481 0.0664277 272.618 272.528
0.75 0.99151 102.234 102.293
0.617647 0.252841 224.528 224.435
0.544118 0.685854 140.694 140.671
0.989954 0.132601 204.368 204.408
0.867647 0.787739 166.321 166.318
0.308824 0.600949 119.152 119.125
0.720588 0.227369 232.057 231.976
0.558824 0.81321 125.404 125.392
0.573529 0.24435 224.511 224.409
0.25 0.702834 100.967 100.954
0.279412 0.329255 157.341 157.268
0.735294 0.201898 237.883 237.801
0.676471 0.60944 164.856 164.829
0.338235 0.80472 107.415 107.405
0.705882 0.150955 252.293 252.197
0.925743 0.533423 194.635 194.623
0.779412 0.482083 189.793 189.761
0.264706 0.864153 98.2455 98.241
0.529412 0.0679236 276.406 276.455
0.823529 0.524535 188.006 187.982
0.470717 0.167844 239.674 239.545
0.264706 0.575478 113.49 113.463
0.441176 0.42265 168.583 168.52
0.308824 0.346236 160.466 160.392
0.676471 0.983019 103.437 103.435
0.529412 0.81321 123.146 123.134
0.779412 0.600949 176.149 176.127
0.867647 0.651892 181.135 181.122
0.205883 0.150957 197.701 197.551
0.676471 0.864153 126.38 126.372
0.588235 0.252841 223.132 223.035
0.485294 0.889624 111.545 111.538
0.720588 0.193408 240.45 240.363
0.558824 0.677363 143.364 143.34
0.176471 0.711325 87.6129 87.6043
0.867647 0.125484 245.423 245.332
0.00901079 0.749427 52.05 52.0738
0.279412 0.533026 121.224 121.192
0.897002 0.533058 192.57 192.555
0.602941 0.346236 202.184 202.111
0.161514 0.00760639 292.391 292.111
0.235294 0.779248 95.7482 95.7405
0.279412 0.583968 115.5 115.474
0.264956 0.0160968 290.017 290.079
0.558826 0.116994 261.251 261.07
0.323529 0.60944 120.8 120.774
0.514706 0.906605 110.994 110.988
0.544118 0.80472 125.361 125.348
0.676471 0.62642 162.536 162.51
0.485294 0.906605 109.755 109.749
0.264706 0.728306 101.985 101.972
0.382353 0.456612 152.629 152.577
0.426482 0.00846273 296.568 296.631
0.235294 0.150955 207.323 207.165
0.794118 0.62642 174.823 174.803
0.455882 0.380198 179.544 179.473
0.485294 0.380198 183.449 183.379
0.808824 0.583968 180.868 180.848
0.58845 0.116347 262.237 262.095
0.161765 0.838682 85.0294 85.0264
0.780013 0.0910985 267.245 267.155
0.411765 0.660382 128.449 128.425
0.529412 0.915096 110.56 110.554
0.558824 0.830191 123.15 123.138
0.264706 0.303783 159.957 159.878
0.779412 0.499064 187.781 187.75
0.647059 0.830191 129.808 129.798
0.25 0.278312 162.879 162.794
0.662115 0.0747439 275.881 275.771
0.529412 0.762268 129.457 129.441
0.720588 0.176427 244.904 244.814
0.779412 0.142465 251.37 251.281
0.691176 0.634911 162.882 162.859
0.0727128 0.00875078 280.638 281.312
0.691176 0.889624 122.721 122.715
0.632353 0.838682 127.294 127.285
0.264706 0.354726 147.469 147.405
0.823529 0.320764 211.202 211.155
0.882353 0.660382 182.439 182.429
0.426471 0.855662 111.333 111.324
0.779412 0.176427 242.119 242.037
0.294118 0.864153 100.915 100.91
0.529412 0.354726 194.063 193.988
0.0723463 0.244332 95.0156 94.9373
0.514706 0.346236 194.434 194.356
0.617647 0.830191 127.485 127.474
0.925846 0.685586 187.329 187.322
0.235294 0.167936 199.23 199.085
0.794118 0.864153 138.425 138.421
0.161765 0.702834 85.0286 85.0215
0.205882 0.218879 167.804 167.697
0.294118 0.60944 115.675 115.65
0.794118 0.60944 176.697 176.678
0.573532 0.125485 259.004 258.843
0.720588 0.600949 170.343 170.317
0.176471 0.830191 87.0573 87.0557
0.132353 0.00849045 289.631 290
0.794118 0.116994 257.827 257.735
0.981141 0.117251 209.345 209.307
0.823529 0.150955 244.797 244.713
0.367647 0.787739 111.525 111.513
0.352941 0.762268 111.723 111.709
0.882206 0.881049 151.089 151.079
0.838235 0.583968 183.695 183.678
0.0075337 0.808989 51.8197 51.8705
0.676471 0.100013 267.881 267.774
0.676471 0.405669 195.311 195.257
0.808824 0.634911 175.54 175.524
0.470588 0.881134 111.659 111.652
0.220588 0.227369 169.972 169.872
0.117811 0.473498 86.8075 86.7913
0.455882 0.397178 175.91 175.842
0.176471 0.218879 156.04 155.944
0.573529 0.838682 123.036 123.026
0.102941 0.278312 105.025 104.991
0.809433 0.0748932 270.707 270.6
0.808824 0.142465 248.805 248.716
0.602941 0.24435 226.046 225.949
0.529412 0.779248 127.347 127.332
0.897059 0.329255 206.903 206.876
0.927787 0.0751572 246.798 246.65
0.705882 0.983019 103.792 103.794
0.838245 0.12549 250.274 250.182
0.161765 0.227369 146.57 146.496
0.191176 0.227369 159.05 158.961
0.764706 0.677363 165.342 165.324
0.102941 0.329255 96.6989 96.6703
0.838235 0.99151 103.413 103.321
0.382353 0.62642 128.206 128.178
0.161765 0.685854 85.5453 85.5366
0.808822 0.753778 160.953 160.941
0.882353 0.100013 250.744 250.632
0.823529 0.660382 174.591 174.577
0.117647 0.269822 113.926 113.874
0.897059 0.651892 185.112 185.101
0.352941 0.456612 147.267 147.216
0.896177 0.754226 176.413 176.406
0.588235 0.830191 125.281 125.27
0.514706 0.889624 112.993 112.986
0.838235 0.634911 178.976 178.962
0.367647 0.80472 110.351 110.34
0.544118 0.787739 127.532 127.518
0.161771 0.448117 102.305 102.276
0.925709 0.550126 193.891 193.879
0.0724265 0.279308 89.4088 89.4072
0.823529 0.354726 206.572 206.532
0.794468 0.100215 263.184 263.089
0.25 0.295293 158.05 157.967
0.67622 0.0669351 278.303 278.176
0.882194 0.77934 170.536 170.527
0.352941 0.881134 104.783 104.776
0.808824 0.125484 253.827 253.735
0.632353 0.43114 187.949 187.896
0.794118 0.167936 243.203 243.119
0.808824 0.329255 210.362 210.316
0.367647 0.43114 154.671 154.614
0.485294 0.397178 179.851 179.783
0.132429 0.176383 151.315 151.25
0.602941 0.99151 101.36 101.332
0.896967 0.787715 172.7 172.7
0.10298 0.244373 112.266 112.211
0.367647 0.906605 104.392 104.387
0.823409 0.0504738 278.898 278.807
0.647059 0.456612 184.757 184.709
0.779412 0.533026 183.851 183.824
0.529412 0.524535 162.093 162.049
0.161766 0.482082 98.6792 98.6559
0.661765 0.346236 205.537 205.47
0.117647 0.303783 107.141 107.104
0.00931373 0.839599 52.4258 52.393
0.867646 0.583969 186.567 186.552
0.147069 0.422644 100.782 100.753
0.911516 0.660526 186.596 186.588
0.0884332 0.269936 99.2555 99.2219
0.102941 0.346236 94.423 94.3925
0.867647 0.634911 182.549 182.537
0.352941 0.81321 108.391 108.381
0.411765 0.677363 126.582 126.558
0.720588 0.787739 143.904 143.894
0.294118 0.62642 114.064 114.04
0.808824 0.499064 189.616 189.588
0.823529 0.81321 153.656 153.652
0.294118 0.507554 127.579 127.541
0.470588 0.405669 176.172 176.107
0.205882 0.81321 91.1764 91.1711
0.794118 0.881134 134.429 134.425
0.927811 0.652638 189.396 189.387
0.897045 0.804544 170.448 170.436
0.808824 0.346236 207.914 207.869
0.720588 0.499064 183.782 183.745
0.981157 0.148229 206.983 206.998
0.735294 0.983019 104.212 104.213
0.882397 0.626437 185.018 185.005
0.882227 0.86408 155.441 155.448
0.852941 0.660382 178.418 178.407
0.897059 0.0745415 257.313 257.155
0.132385 0.448103 93.4494 93.4271
0.161765 0.889624 87.7161 87.7159
0.323529 0.524535 131.078 131.04
0.982579 0.0874365 211.96 211.949
0.852941 0.81321 159.174 159.172
0.5 0.252841 216.521 216.417
0.823598 0.100052 260.419 260.318
0.264706 0.881134 98.2154 98.211
0.837946 0.0748469 267.864 267.757
0.338235 0.753777 110.564 110.55
0.205882 0.201898 174.39 174.281
0.661765 0.583968 166.933 166.903
0.132358 0.244354 127.432 127.366
0.308824 0.838682 102.955 102.948
0.852951 0.116999 250.702 250.599
0.647059 0.558497 169.14 169.106
0.896095 0.854975 161.322 161.301
0.990529 0.0440716 214.152 213.075
0.70549 0.100363 267.341 267.238
0.808824 0.80472 152.744 152.735
0.676471 0.252841 226.116 226.033
0.117369 0.0175573 276.329 276.24
0.735294 0.456612 190.617 190.577
0.279412 0.889624 99.385 99.3816
0.147059 0.864153 83.8934 83.8916
0.661765 0.329255 208.951 208.882
0.294118 0.762268 104.47 104.458
0.323529 0.507554 133.475 133.435
0.867647 0.346236 206.542 206.508
0.794118 0.507554 187.766 187.738
0.235294 0.252841 166.183 166.091
0.235294 0.830191 95.1245 95.1194
0.176471 0.915096 91.3766 91.3783
0.104027 0.125242 159.674 159.609
0.294118 0.881134 100.607 100.602
0.352941 0.779248 110.547 110.535
0.867647 0.80472 163.693 163.684
0.0741027 0.906092 73.9094 73.9355
0.794118 0.150955 247.793 247.707
0.838235 0.80472 157.828 157.819
0.14706 0.201899 148.696 148.622
0.823529 0.507554 189.662 189.637
0.338235 0.278312 185.124 185.029
0.352941 0.830191 107.406 107.396
0.896223 0.889453 152.645 152.644
0.132353 0.889624 83.4487 83.4482
0.470588 0.779248 122.163 122.148
0.102889 0.447984 84.1981 84.1811
0.367647 0.448121 151.522 151.468
0.176471 0.660382 89.5047 89.4934
0.235294 0.269822 160.875 160.786
0.823539 0.116999 254.845 254.748
0.14706 0.21888 142.558 142.475
0.367647 0.295293 186.103 186.011
0.338235 0.838682 105.656 105.648
0.102941 0.295293 101.973 101.934
0.323529 0.864153 103.354 103.348
0.338235 0.787739 108.394 108.383
0.205883 0.473592 111.488 111.455
0.808823 0.906605 129.73 129.73
0.220588 0.80472 93.2814 93.2759
0.220588 0.24435 164.089 163.992
0.191176 0.838682 89.4093 89.4057
0.911765 0.066051 257.075 256.855
0.132359 0.227373 132.41 132.352
0.382353 0.932076 103.672 103.668
0.14706 0.473592 95.3624 95.3395
0.485294 0.24435 217.455 217.348
0.897103 0.634928 186.262 186.251
0.147066 0.405665 102.87 102.841
0.455882 0.889624 110.071 110.064
0.441188 0.0169532 293.31 293.302
0.441176 0.371707 179.31 179.236
0.794118 0.575478 180.387 180.363
0.117653 0.252844 117.871 117.825
0.146808 0.0160968 282.387 282.496
0.294118 0.524535 125.306 125.269
0.691176 0.329255 209.963 209.897
0.441176 0.881134 110.059 110.051
0.147059 0.881134 85.0194 85.0218
0.911758 0.983051 112.122 112.167
0.690534 0.0757753 275.319 275.214
0.161765 0.855662 85.7141 85.7145
0.117838 0.456501 88.1991 88.1823
0.323529 0.81321 105.461 105.451
0.690784 0.0918721 270.239 270.136
0.632353 0.448121 185.023 184.971
0.161765 0.906605 89.0537 89.0549
0.205882 0.830191 91.3014 91.2979
0.13239 0.431119 95.1633 95.1407
0.764706 0.167936 245.293 245.207
0.132354 0.193408 144.244 144.161
0.0437938 0.00841032 268.336 269.218
0.838235 0.855662 147.617 147.611
0.279412 0.906605 99.3328 99.3289
0.176471 0.677363 88.7805 88.7707
0.779412 0.736796 159.191 159.18
0.0738183 0.889275 71.8642 71.8608
0.794118 0.677363 168.939 168.922
0.308824 0.533026 127.114 127.079
0.411765 0.864153 109.677 109.669
0.838235 0.651892 177.328 177.313
0.397059 0.685854 123.804 123.782
0.25 0.397178 134.892 134.838
0.838235 0.346236 207.383 207.343
0.676471 0.42265 192.432 192.38
0.92609 0.32926 205.172 205.151
0.779412 0.550006 181.92 181.894
0.98192 0.0586236 218.673 218.623
0.338235 0.855662 104.871 104.864
0.823528 0.779249 159.449 159.439
0.647059 0.575478 166.706 166.673
0.882353 0.320764 208.555 208.521
0.0871407 0.0178176 267.943 267.825
0.0885197 0.914931 78.5157 78.5153
0.735294 0.167936 246.708 246.619
0.838235 0.329255 209.547 209.507
0.85294 0.575479 185.836 185.817
0.661765 0.550006 171.739 171.704
0.0744183 0.346072 82.5877 82.5643
0.911828 0.201767 219.58 219.531
0.367647 0.278312 190.93 190.833
0.691176 0.550006 174.395 174.362
0.764706 0.150955 249.942 249.855
0.176471 0.932076 92.8206 92.8202
0.455882 0.346236 187.257 187.177
0.529412 0.507554 164.841 164.795
0.397059 0.702834 122.098 122.078
0.75 0.176427 243.818 243.733
0.705882 0.524535 179.154 179.119
0.897245 0.193277 223.678 223.61
0.352941 0.303783 180.915 180.827
0.323529 0.830191 104.691 104.682
0.0183795 0.912761 57.196 57.228
0.147064 0.456608 97.0362 97.0132
0.720588 0.125484 259.309 259.213
0.0722286 0.296174 87.1055 87.0591
0.0168474 0.825058 54.1869 54.2082
0.485294 0.346236 191.063 190.984
0.794118 0.779248 154.81 154.799
0.102941 0.906605 80.213 80.2236
0.735294 0.150955 251.402 251.311
0.705882 0.201898 238.563 238.475
0.882272 0.813151 165.577 165.575
0.220589 0.142467 207.095 206.931
0.308824 0.499064 131.794 131.753
0.661765 0.397178 195.956 195.899
0.235294 0.320764 147.018 146.946
0.617647 0.983019 102.849 102.846
0.352941 0.915096 103.271 103.268
0.779412 0.702834 163.855 163.839
0.852941 0.354726 206.031 205.997
0.602941 0.906605 114.803 114.798
0.220588 0.43114 121.247 121.206
0.882287 0.575466 188.603 188.587
0.808823 0.787739 155.667 155.662
0.882272 0.830132 162.629 162.618
0.691176 0.24435 228.237 228.154
0.764998 0.0992822 265.47 265.384
0.927992 0.192467 217.655 217.57
0.352941 0.269822 190.634 190.534
0.750177 0.0904418 269.048 268.957
0.220589 0.125486 216.264 216.083
0.911374 0.575356 191.385 191.373
0.191178 0.44812 110.748 110.713
0.808823 0.889624 134.306 134.304
0.647059 0.201898 238.506 238.406
0.779412 0.685854 166.045 166.031
0.352941 0.252841 195.848 195.743
0.838235 0.550006 186.75 186.729
0.25 0.329255 149.296 149.228
0.617647 0.150956 252.323 252.203
0.691176 0.176427 245.463 245.368
0.308824 0.889624 101.521 101.516
0.294118 0.81321 102.315 102.306
0.896139 0.838007 164.725 164.718
0.0576831 0.0171611 254.01 253.901
0.470588 0.354726 187.244 187.167
0.705882 0.507554 181.507 181.471
0.823529 0.575478 183.098 183.077
0.942343 0.609019 193.176 193.16
0.852911 0.100063 256.404 256.299
0.661765 0.142465 255.21 255.105
0.911765 0.320764 206.734 206.707
0.176472 0.473592 103.621 103.593
0.132353 0.906605 85.1419 85.1463
0.176473 0.45661 105.558 105.529
0.308824 0.482083 134.328 134.286
0.323529 0.881134 102.782 102.776
0.367647 0.838682 108.17 108.162
0.117647 0.915096 83.9084 83.9102
0.676471 0.558497 171.887 171.855
0.25 0.838682 96.8364 96.8309
0.0882353 0.320764 91.4466 91.4166
0.75 0.142465 253.164 253.074
0.691176 0.533026 176.752 176.718
0.808824 0.550006 184.343 184.319
0.794118 0.558497 182.217 182.194
0.661765 0.380198 199.044 198.984
0.176471 0.881134 89.0751 89.075
0.294118 0.779248 103.666 103.655
0.867607 0.0915668 256.933 256.814
0.191177 0.482083 106.626 106.597
0.352941 0.524535 136.486 136.446
0.911325 0.558404 192.277 192.264
0.147059 0.915096 88.0685 88.0712
0.823529 0.558497 184.73 184.71
0.838264 0.0916062 261.566 261.464
0.117731 0.219015 127.237 127.171
0.338235 0.889624 103.471 103.466
0.794117 0.728306 162.405 162.392
0.779412 0.753777 156.694 156.682
0.85294 0.558498 187.245 187.227
0.838231 0.685854 173.837 173.827
0.191176 0.855662 89.8693 89.8676
0.617647 0.932076 111.326 111.322
0.691176 0.227369 232.315 232.229
0.882335 0.966048 118.105 118.084
0.705882 0.218879 234.312 234.226
0.573529 0.906605 113.493 113.488
0.647504 0.117122 262.741 262.633
0.308824 0.906605 101.173 101.169
0.323529 0.762268 108.212 108.199
0.176471 0.864153 88.2195 88.2175
0.220588 0.448121 118.738 118.698
0.103057 0.227524 116.542 116.495
0.632353 0.397178 194.077 194.017
0.676471 0.371707 201.354 201.294
0.220588 0.906605 94.9521 94.9499
0.117725 0.202031 132.774 132.73
0.852333 0.0656997 269.688 269.598
0.661765 0.193408 240.941 240.843
0.720588 0.142465 254.335 254.241
0.308824 0.753777 106.851 106.838
0.205882 0.371707 127.031 126.979
0.867638 0.550012 189.149 189.13
0.632798 0.125612 260.091 259.974
0.0592526 0.880181 67.3425 67.3564
0.794117 0.762268 157.486 157.477
0.691176 0.346236 206.694 206.631
0.912074 0.609557 189.617 189.608
0.0741452 0.329249 84.165 84.1421
0.323529 0.779248 107.22 107.208
0.823526 0.728308 166.688 166.676
0.485298 0.227368 222.391 222.279
0.867627 0.685854 178.113 178.104
0.0882353 0.303783 93.7523 93.7271
0.338235 0.906605 102.848 102.843
0.735336 0.116889 261.381 261.289
0.235294 0.405669 129.409 129.361
0.896995 0.583956 189.482 189.469
0.647059 0.405669 193.514 193.457
0.735221 0.0995585 266.742 266.648
0.764748 0.116889 259.955 259.866
0.882279 0.55849 189.764 189.749
0.676471 0.320764 211.22 211.15
0.896938 0.550027 191.541 191.525
0.661765 0.125484 260.228 260.121
0.661765 0.533026 174.191 174.155
0.25 0.346236 145.34 145.274
0.323529 0.915096 101.802 101.799
0.617647 0.167936 247.375 247.26
0.485294 0.787739 122.537 122.523
0.867346 0.0739628 263.948 263.837
0.470588 0.932076 106.622 106.617
0.573529 0.499064 171.075 171.028
0.470588 0.62642 140.109 140.079
0.676471 0.524535 176.706 176.669
0.161765 0.583968 90.481 90.4663
0.279412 0.80472 100.901 100.892
0.632353 0.142465 255.049 254.935
0.823529 0.677363 172.749 172.734
0.294118 0.915096 100.197 100.194
0.161765 0.346236 117.019 116.971
0.882092 0.065428 264.923 264.779
0.308824 0.787739 105.054 105.043
0.750042 0.12538 258.175 258.084
0.647059 0.150955 252.699 252.589
0.676471 0.507554 179.176 179.137
0.455882 0.940567 105.38 105.376
0.367647 0.533026 137.826 137.787
0.397059 0.533026 142.668 142.628
0.808822 0.736797 163.349 163.34
0.691176 0.499064 181.586 181.546
0.382353 0.524535 141.54 141.498
0.411765 0.524535 146.254 146.211
0.426471 0.533026 147.188 147.147
0.147059 0.575478 87.535 87.5209
0.691176 0.482083 184.074 184.034
0.25 0.787739 97.6171 97.6087
0.618307 0.116475 262.713 262.594
0.455882 0.838682 114.906 114.896
0.279412 0.787739 101.473 101.464
0.632353 0.176427 245.249 245.139
0.235294 0.81321 95.2187 95.2123
0.441176 0.830191 114.626 114.615
0.235294 0.915096 96.4093 96.4086
0.647854 0.100344 267.883 267.775
0.720081 0.0915222 269.75 269.653
0.308824 0.80472 104.277 104.267
0.896948 0.685847 182.633 182.626
0.897103 0.600966 188.442 188.429
0.676471 0.167936 247.91 247.811
0.382353 0.81321 111.138 111.127
0.647059 0.167936 247.837 247.731
0.573529 0.940567 108.622 108.618
0.205883 0.422649 118.466 118.424
0.205882 0.881134 92.5387 92.5368
0.176471 0.371707 117.631 117.585
0.455882 0.906605 108.495 108.489
0.558824 0.932076 109.374 109.37
0.25 0.855662 96.7908 96.786
0.632353 0.380198 197.287 197.225
0.617647 0.915096 114.108 114.102
0.632353 0.193408 240.534 240.429
0.25 0.80472 97.2503 97.2432
0.411765 0.830191 112.344 112.333
0.117635 0.405648 92.9682 92.9459
0.397059 0.940567 103.659 103.656
0.176472 0.422649 109.871 109.835
0.647059 0.371707 199.82 199.757
0.867621 0.702837 176.485 176.474
0.397059 0.855662 109.304 109.295
0.661765 0.176427 245.562 245.461
0.117656 0.609445 78.8329 78.8249
0.441176 0.915096 107.123 107.118
0.647059 0.354726 203.131 203.065
0.455882 0.634911 137.176 137.148
0.470588 0.915096 108.291 108.286
0.441176 0.62642 136.36 136.33
0.470588 0.830191 116.819 116.808
0.205883 0.405669 121.122 121.08
0.794117 0.711325 164.676 164.665
0.426471 0.80472 115.738 115.725
0.205882 0.864153 91.9791 91.9764
0.808823 0.957548 114.251 114.255
0.264706 0.779248 99.8527 99.8434
0.882129 0.728353 176.389 176.379
0.426471 0.634911 133.367 133.339
0.191178 0.431139 113.028 112.993
0.470588 0.81321 118.576 118.564
0.161766 0.380197 111.344 111.307
0.161765 0.940567 92.4178 92.4229
0.558824 0.915096 111.7 111.695
0.441176 0.81321 116.203 116.191
0.485294 0.80472 120.665 120.651
0.220588 0.855662 93.5293 93.5259
0.264706 0.830191 98.5939 98.5874
0.132356 0.600951 82.6641 82.6537
0.764706 0.966038 109.414 109.409
0.558824 0.60944 152.711 152.68
0.852937 0.677364 176.79 176.777
0.235294 0.864153 95.2904 95.2868
0.823527 0.711326 168.81 168.8
0.132353 0.583968 83.5181 83.5068
0.838229 0.702836 171.973 171.961
0.220588 0.838682 93.3184 93.3139
0.117654 0.422618 91.2372 91.2147
0.117663 0.966047 92.5568 92.5756
0.264706 0.81321 98.915 98.9076
0.397059 0.80472 113.116 113.104
0.176472 0.405668 112.267 112.231
0.896144 0.737181 178.113 178.108
0.441176 0.932076 105.68 105.676
0.558824 0.62642 150.325 150.295
0.882336 0.677363 181.066 181.055
